"","X","MID","condition","side","party","Q1.att_1","Q2.attT2_1","Q3.congruent","Q4.fitworldview","Q5.morals","Q6.important","Q7.coremoral","Q8.elab.deep","Q8.elab.effort","Q8.elab.thought","Q9.lib.simval","Q10.cons.simval","recep1.arg","recep2.arg","recep3.gen","recep4.gen","dem.gender","dem.age","dem.eth","dem.ideology","argument.x","att.check","username","timer","argument.y","Exclude."
"1305",1305,"476f9cb3","opposing party argument","in favor of","liberal",18,20,7,6,5,1,2,7,7,7,1,7,2,2,2,2,1,5,6,6,"They might say that low income individuals might benefit from this program.  They would probably also say, since it would get rid of food stamps etc, this might save money?  Plus, those living on the streets might benefit also.",3,"21e75df2",133,"They might say that low income individuals might benefit from this program.  They would probably also say, since it would get rid of food stamps etc, this might save money?  Plus, those living on the streets might benefit also.",""
"1306",1306,"dd3d8b2","same party argument","in favor of","conservative",25,19,6,5,4,5,4,5,5,4,2,6,5,5,2,2,1,1,6,5,"The conservative's argument would say that all people have specific rights such as to housing and food. A conservative may believe that it is the government's duty to make sure that all people receive these rights and that a universal basic income would help this. ",3,"a71c7300",106,"The conservative's argument would say that all people have specific rights such as to housing and food. A conservative may believe that it is the government's duty to make sure that all people receive these rights and that a Universal Basic Income would help this. ",""
"1307",1307,"2c527e7c","control","against","",85,85,5,5,6,5,5,6,6,6,5,4,4,6,4,4,1,2,6,3,"I don't agree the military should every have decreases no mater the reason.  And to take a chance in our countries defenses just to make sure every one gets the same amount of money is not well thought out.  How can you enjoy what you are getting for money if you don't feel safe and secure. Plus there will no longer be a push to be the best if we are all the same then that would not be achievable. ",3,"2ea03b71",1,"I don't agree the military should every have decreases no mater the reason.  And to take a chance in our countries defenses just to make sure every one gets the same amount of money is not well thought out.  How can you enjoy what you are getting for money if you don't feel safe and secure. Plus there will no longer be a push to be the best if we are all the same then that would not be achievable. ",""
"1308",1308,"3daa4194","opposing party argument","against","conservative",100,100,7,7,7,5,6,6,7,6,6,3,2,3,3,3,2,2,6,2,"A Universal Basic Income would make people lazy and unwilling to work to contribute to the funds necessary for such an income. A similar income would erode the work ethic in this country and would not incentivize some of the country's most important occupations. ",3,"f35a0545",30,"A Universal Basic Income would make people lazy and unwilling to work to contribute to the funds necessary for such an income. A similar income would erode the work ethic in this country and would not incentivize some of the country's most important occupations. ",""
"1309",1309,"f08855fc","same party argument","against","liberal",100,100,7,7,7,6,6,1,1,1,7,1,1,1,1,1,1,2,6,1,"That we don't need it. That it's unnecessary.",3,"a7f1ec38",558,"That we don't need it. That it's unnecessary.",""
"1310",1310,"ec2f979","control","in favor of","",41,21,4,4,3,3,5,4,4,4,3,4,3,3,2,2,2,1,3,3,"It allows all citizens to cover basic expenses. ",3,"33bb937",1,"It allows all citizens to cover basic expenses. ",""
"1311",1311,"4cf69e22","opposing party argument","in favor of","liberal",38,36,6,6,6,3,5,5,6,6,3,6,3,3,2,2,1,2,6,5,"It makes everyone equal so there is no wage gap",3,"3488c469",519,"It makes everyone equal so there is no wage gap",""
"1312",1312,"7b8a248d","control","against","",66,69,4,5,5,4,5,5,7,7,6,2,3,5,5,3,1,3,6,2,"Some would think that others will not hold a job if money is given to them. ",3,"ff8e4e9c",1,"Some would think that others will not hold a job if money is given to them. ",""
"1313",1313,"33afc0ce","control","in favor of","",10,10,6,6,6,1,7,7,7,5,2,6,2,3,2,2,1,2,2,5,"Technology is greatly incorporated into the American society, and as a society we continue to become a more technologically advanced nation.  Food and housing continues to become more expensive and less jobs are available due to automation to meet the means to cover these expenses.  ",3,"9da07bf7",1,"Technology is greatly incorporated into the American society, and as a society we continue to become a more technologically advanced nation.  Food and housing continues to become more expensive and less jobs are available due to automation to meet the means to cover these expenses.  ",""
"1314",1314,"8a424e93","opposing party argument","against","conservative",100,100,7,7,7,6,7,5,4,7,6,4,1,1,3,2,1,2,6,1,"People believe it will make others lazy and dependent on the government. If they are given free money, they have no incentive to work. ",3,"388704c2",61,"People believe it will make others lazy and dependent on the government. If they are given free money, they have no incentive to work. ",""
"1315",1315,"1d44fb1e","same party argument","against","liberal",100,95,2,6,7,6,7,6,2,6,2,7,6,6,3,2,1,3,1,3,"It will cripple people to not look for work. It will rise the government debt. ",3,"58a698fd",379,"It will cripple people to not look for work. It will rise the government debt. ",""
"1316",1316,"e71a55d9","opposing party argument","in favor of","conservative",0,0,4,4,4,1,1,4,4,3,5,4,3,5,4,3,1,3,6,3,"There may be a shut down to certain social programs. If there was a UBI, the people would be responsible for their own budgeting and not be a burden on the nation later. ",3,"d25276a4",208,"There may be a shut down to certain social programs. If there was a UBI, the people would be responsible for their own budgeting and not be a burden on the nation later. ",""
"1317",1317,"2be730f3","same party argument","in favor of","liberal",40,68,1,1,1,5,6,6,6,7,7,3,5,6,6,6,1,1,6,2,"A universal basic income has the potential to allow American citizens to achieve their goals and improve their chances of success despite their economic backgrounds. The UBI would demolish poverty and homelessness while providing Americans with the stability they need in order to thrive. ",3,"22972cc0",662,"A Universal Basic Income has the potential to allow American citizens to achieve their goals and improve their chances of success despite their economic backgrounds. The UBI would demolish poverty and homelessness while providing Americans with the stability they need in order to thrive. ",""
"1318",1318,"1d1ccd9d","control","against","",70,70,5,6,5,3,6,4,5,5,6,3,4,5,4,3,1,3,6,3,"One may be against universal basic income because it would be too expensive to run - it would presumably require billions of dollars annual. Additionally, a number of political groups in the US would argue that such a program would create too much government involvement and oversight over all citizens. Finally, many citizens would strongly be against the incredibly rich (the 1%) receiving money from the government for basic expenses. ",3,"91e6c272",1,"One may be against Universal Basic Income because it would be too expensive to run - it would presumably require billions of dollars annual. Additionally, a number of political groups in the US would argue that such a program would create too much government involvement and oversight over all citizens. Finally, many citizens would strongly be against the incredibly rich (the 1%) receiving money from the government for basic expenses. ",""
